video_id,title,description,published_at,tags,channel_id,channel_title,channel_subscribers,channel_video_count,view_count,like_count,comment_count,favorite_count,duration,definition,caption,licensed_content,privacy_status,embeddable,public_stats_viewable,thumbnail_default,thumbnail_medium,thumbnail_high,topic_categories,category_id,live_broadcast_content,default_language,default_audio_language
pqwAU96Y690,Hoàng Hôn | Đu Trend Con Mèo Kêu Sao Của Chị Phiến #Shorts,"➥ Đăng ký kênh Hoàng Hôn Official để xem nhiều video mới tại: https://metub.net/hoanghonofficial

Theo dõi Hoàng Hôn Official trên :

► Facebook : https://www.facebook.com/hoang.kunkka.9
► Tik Tok      : https://www.tiktok.com/@nhathoanghon

✪  #hoanghon #hoanghontiktok #tiktok #tieungao #comedy #funny #giaitri #haihuoc  #metub
---------------------
© Bản quyền thuộc về Hoàng Hôn Official
© Copyright by Hoàng Hôn Official ☞ Do not Reup",2025-04-15T10:18:20Z,"hoàng hôn, hoang hon, hoàng hôn official, hoàng hôn tiktok, hoàng hôn hot tiktoker, hot tiktoker việt nam, tổng hợp tiktok, tổng hợp tik tok triệu view, tổng hợp tiktok tiểu ngáo, tấu hài, tiktok, best of tiktok, tiktok 2024, tik tok, tiktok trend, tiktok việt nam, trào lưu tik tok, clip hài tik tok, clip hài tiktok, hot tiktok, hot tiktoker, tổng hợp trend tiktok, tiktok nhiều view nhất",UC74CatIFgb1a1Ff3IUD_f4w,Hoàng Hôn Official,1770000,897,3738218,52946,257,0,PT36S,hd,FALSE,TRUE,public,TRUE,TRUE,https://i.ytimg.com/vi/pqwAU96Y690/default.jpg,https://i.ytimg.com/vi/pqwAU96Y690/mqdefault.jpg,https://i.ytimg.com/vi/pqwAU96Y690/hqdefault.jpg,"https://en.wikipedia.org/wiki/Entertainment, https://en.wikipedia.org/wiki/Film",24,none,vi,vi
5sx9r7Kp6io,DIY Bamboo Creations with three Clour Balloone #Bamboo #Bambooart,Bamboo creations with three Clour Balloone,2025-04-16T01:00:09Z,"Bamboo, Bamboo slingshots, Bamboo craft, Bamboo art, Bamboo video, Bamboo idea, Bamboo with slingshots, Slingshots with bamboo, Bamboo creations, diy bamboo video, diy bamboo craft video",UC09yLJNAnvqmGDqJ-z7hZ4g,Bamboo Art,6390000,433,165265727,2960263,5622,0,PT17S,hd,FALSE,TRUE,public,TRUE,TRUE,https://i.ytimg.com/vi/5sx9r7Kp6io/default.jpg,https://i.ytimg.com/vi/5sx9r7Kp6io/mqdefault.jpg,https://i.ytimg.com/vi/5sx9r7Kp6io/hqdefault.jpg,"https://en.wikipedia.org/wiki/Hobby, https://en.wikipedia.org/wiki/Lifestyle_(sociology)",22,none,,
rkeKWiZuFa4,Now it’s… Lava Chicken | Minecraft #shorts,"Now it’s… Lava Chicken | Minecraft #shorts 
🔔 Mọi người ơi Đăng Ký Kênh và Bật Thông Báo cho kênh GiaoHeo nha 👉 https://bit.ly/GiaoHeo

🔹 Đồ Công Nghệ GiaoHeo sử dụng: https://liinks.co/giaoheostudio

Các bạn yêu thích các công thức của GiaoHeo có thể DONATE cho mình tại:

✔️ BIDV: 31110000790699
✔️ Paypal: https://www.paypal.me/GiaoHeo

Theo dõi GiaoHeo tại đây 👇
▶ TikTok: https://www.tiktok.com/@giaoheoreview
▶ Facebook: https://www.facebook.com/mr.giaoheo

🔸 Contact for works: kimanh@giaoheostudio.com
🔸 Zalo: (+84) 362 474749

Nếu các bạn thích video đừng ngần ngại hãy click nút like và đăng kí theo dõi để mình có thêm động lực làm ra các video cho các bạn cùng vui nhé !

#giaoheo #review #tech #congnghe #reviewcongnghe 
----------------------------------
© Bản quyền thuộc về GiaoHeo, vui lòng không reup dưới mọi hình thức
© Copyright by GiaoHeo ☞ Do not Reup",2025-04-21T10:01:26Z,"giao heo, giaoheo, giaoheo tiktok, tiktok, giaoheo review, tiktok review, review tiktok, review ẩm thực, review đồ ăn, nấu ăn tiktok, tiktok nấu ăn, cooking, food, food tiktok, cooking tiktok, review đồ công nghệ, tiktok đồ công nghệ, shorts, youtube shorts, tiktok shorts, máy quay phim, nấu ăn theo phim, nấu ăn theo phim minecraft, nấu ăn trong minecraft, lava chicken, làm lava chicken, lava chicken minecraft, nấu lava chicken, lava chicken recipe",UCXWQVZ43DC4jlaLrKuQ7HYQ,GiaoHeo,657000,623,1255624,33813,175,0,PT30S,hd,FALSE,TRUE,public,TRUE,TRUE,https://i.ytimg.com/vi/rkeKWiZuFa4/default.jpg,https://i.ytimg.com/vi/rkeKWiZuFa4/mqdefault.jpg,https://i.ytimg.com/vi/rkeKWiZuFa4/hqdefault.jpg,https://en.wikipedia.org/wiki/Entertainment,28,none,vi,vi
KNwd_zw6Xis,Brainrot AI Animals Challenge 💀/ Half-Life Scientist Brainrot,"Half-Life Scientist Brainrot
crunchy crystal
half-life mobile ad
#shortsviral  #halflife   #memes",2025-04-19T18:45:45Z,"HALF-LIFE mobie ad, Smash or Pass HALF-LIFE mobie ad, half-life, mobie ad games, халф лайф, реклама мобильных игр, half-life xen crystal, халф лайф ученый, Fellow Scientist Half-Life, Feed a Fellow Scientist Half-Life, ученый халф лайф, black humor, funny, half-life monsters, half life, meme, gordon freeman, half life alyx, garry's mod, hl1, sfm, hl2, animation, scientists, sfx, memes, hl3, eltorro64rus, ep, half-life mobie ad, smash or pass half-life mobie ad, italian ai brainrot",UC6hTmuCnroRL_DTbKKUlYeg,BChungus,2170000,972,22551133,312844,423,0,PT16S,hd,FALSE,TRUE,public,TRUE,TRUE,https://i.ytimg.com/vi/KNwd_zw6Xis/default.jpg,https://i.ytimg.com/vi/KNwd_zw6Xis/mqdefault.jpg,https://i.ytimg.com/vi/KNwd_zw6Xis/hqdefault.jpg,"https://en.wikipedia.org/wiki/Action_game, https://en.wikipedia.org/wiki/Video_game_culture",20,none,,en
ealfjTQEI4Q,thap trap tu do (remix) - lý lữ ca prod. tyronee,"KEEP IN TOUCH WITH OBITO
Facebook: https://web.facebook.com/youngtobiedasick
Instagram: https://www.instagram.com/youngtobieedasick/
Fanpage: https://web.facebook.com/youngtobieedasick

© 2025 Obito",2025-04-14T17:43:16Z,"tobiee official, tobiee, obito, tobiee music, thap roi tu do, thap trap tu do",UCJwp8w_Ru1q--tCEfrPIA6g,Obito Official,682000,45,4660256,81494,3265,0,PT2M30S,hd,FALSE,TRUE,public,TRUE,TRUE,https://i.ytimg.com/vi/ealfjTQEI4Q/default.jpg,https://i.ytimg.com/vi/ealfjTQEI4Q/mqdefault.jpg,https://i.ytimg.com/vi/ealfjTQEI4Q/hqdefault.jpg,"https://en.wikipedia.org/wiki/Hip_hop_music, https://en.wikipedia.org/wiki/Music, https://en.wikipedia.org/wiki/Pop_music",10,none,,vi
6wPMxY1hx8A,Sigma Kid Love #funny #simga,,2025-04-15T13:41:37Z,,UCNQAoLEv87L7NgUp4We3HIg,CRAZY GREAPA,25300000,1395,73435574,1741730,10814,0,PT41S,hd,FALSE,TRUE,public,TRUE,TRUE,https://i.ytimg.com/vi/6wPMxY1hx8A/default.jpg,https://i.ytimg.com/vi/6wPMxY1hx8A/mqdefault.jpg,https://i.ytimg.com/vi/6wPMxY1hx8A/hqdefault.jpg,"https://en.wikipedia.org/wiki/Humour, https://en.wikipedia.org/wiki/Lifestyle_(sociology)",24,none,,ko
7Y6Wbu8MsNU,Cách để sống khoẻ mỗi ngày#haihuoc #xuhuong,"---------------------
➥ Đăng ký kênh QUÂN ĐỒNG để xem nhiều video mới tại :  
Theo dõi QUÂN ĐỒNG trên :
► Facebook: https://www.facebook.com/quandong1999?mibextid=JRoKGi
✪ 
---------------------
CONTACT US:
© Bản quyền thuộc về QUÂN ĐỒNG
© Copyright by QUÂN ĐỒNG ☞ Do not Reup

#quandong #vlog #trending #funny #vloghai #haihuoc #giaitri #haigiaitri #tiktok #trending #metub #metubnetwork",2025-04-20T10:44:25Z,"quân đồng, quan dong, quân đồng vlog, hai anh em quân đồng, clip hài, clip tiktok hài, clip hài vui nhộn, phim hài, clip tiktok trending, trending, viral, clip tiktok viral, tik tok, shorts, tiktok triệu view, clip triệu views, funny video, comedy video, funny, hài, hài vui nhộn, quân đồng trêu chó, quân đồng tivi",UCkXMXOy46kT7NMGeMDpg50Q,Quân Đồng,454000,326,997826,15122,197,0,PT36S,hd,FALSE,TRUE,public,TRUE,TRUE,https://i.ytimg.com/vi/7Y6Wbu8MsNU/default.jpg,https://i.ytimg.com/vi/7Y6Wbu8MsNU/mqdefault.jpg,https://i.ytimg.com/vi/7Y6Wbu8MsNU/hqdefault.jpg,https://en.wikipedia.org/wiki/Lifestyle_(sociology),24,none,,
wiA8yyx7KbE,Bách Khỉ - Khoá Học Dạy Tiếng Mèo Kêu Cực Căng Thẳng | Hài Ngắn Sẽ Gầy,"Mọi người ủng hộ mình bằng một Subscribe, một Like và một Share để kênh của mình phát triển nhá
🔔 https://www.youtube.com/channel/UCDt2sv8-Uw3ziTy2G7Bjktw?sub_confirmation=1

#bachkhi #tiktok #funny #comedy #Metubnetwork #Metub
▪️▪️▪️▪️▪️▪️▪️▪️▪️▪️▪️▪️▪️▪️▪️▪️▪️▪️▪️▪️▪️▪️▪️▪️▪️▪️
Xem thêm các Danh sách phát tổng hợp nếu bạn thấy bổ ích:
💥 Hài ngắn sẽ gầy: https://www.youtube.com/playlist?list=PLPUYZuI2rQvsyZBuffHaoKRYZhv6uGzUh
▪️▪️▪️▪️▪️▪️▪️▪️▪️▪️▪️▪️▪️▪️▪️▪️▪️▪️▪️▪️▪️▪️▪️▪️▪️▪️
®️ Tất cả nội dung trên kênh đều thuộc sở hữu của mình - Bách Khỉ - và được bảo trợ bản quyền bởi METUB NETWORK. Vui lòng không đăng tải lại dưới mọi hình thức.",2025-04-16T12:42:27Z,"bách khỉ, bách khỉ tikok, tiktok bách khỉ, bách khỉ official, hà quang bách, ha quang bach, bach khi vlog, bach khi, bach khi neptue, bachkhineptue, bách khỉ hài, bách khỉ hài ngắn sẽ gầy, hài bách khỉ, hài đường phố bách khỉ, thử thách buồn cười, thử thách bất ổn, thử thách bách khỉ, tiktok thử thách cấm cười, tiktok thử thách, tiktok viet nam, bách khi hài, bách khỉ sẽ gầy, bách khỉ hài ngắn, bách khỉ và ny, bách khỉ uống cafe, lê bảo",UCDt2sv8-Uw3ziTy2G7Bjktw,Bách Khỉ,627000,754,1661252,22259,48,0,PT46S,hd,FALSE,TRUE,public,TRUE,TRUE,https://i.ytimg.com/vi/wiA8yyx7KbE/default.jpg,https://i.ytimg.com/vi/wiA8yyx7KbE/mqdefault.jpg,https://i.ytimg.com/vi/wiA8yyx7KbE/hqdefault.jpg,"https://en.wikipedia.org/wiki/Entertainment, https://en.wikipedia.org/wiki/Film",22,none,,
ffiMpYJzEEk,Cool Off with Balloon Water Fun: The Ultimate Summer Craft! 🎈☀️💦,Fun Learning for Kids! 🚀🎨 Subscribe for daily brain boosts & colorful adventures! 🎉 #kidslearning #education #shorts,2025-04-11T16:30:26Z,"123 go, 5mc, addams, amazon, automatic, bites., candy, challenge, cool, cool tool, do it yourself, doll, emotional story, from nerd to popular, funny situations, gadgets, gotcha, hacks, how to, kitty, kittybites, life hacks, magic, makeover, makeup asmr, makeup tutorial, pets, pikachu, pink, pranks, room makeover, teeens, tips, tools, trick, tricks, troom troom, tutorial, useful things, viral, wednesday, woohoo",UC8fkQMQEUQ06XsxhyemNiew,Toonzey Shorts,132000,159,61381115,946515,0,0,PT33S,hd,FALSE,TRUE,public,TRUE,TRUE,https://i.ytimg.com/vi/ffiMpYJzEEk/default.jpg,https://i.ytimg.com/vi/ffiMpYJzEEk/mqdefault.jpg,https://i.ytimg.com/vi/ffiMpYJzEEk/hqdefault.jpg,"https://en.wikipedia.org/wiki/Hobby, https://en.wikipedia.org/wiki/Lifestyle_(sociology)",26,none,,
whDCnw0Vnpo,Nhân 1 ngày bình thường nên bà chọn được gì Hiếu cho bà cái đấy…nhưng nó lạ lắm… #doduyhieu #shorts,"✔ xin chào, Đỗ Duy Hiếu đâyyyyyy 
-------------------------------------------
➥ Đăng ký kênh Đỗ Duy Hiếu để xem nhiều video mới tại: https://bit.ly/3KtyTsd
---------------------------------------

Theo dõi Đỗ Duy Hiếu trên :

► Facebook: https://www.facebook.com/doduyhieu2004/
► Fanpage: https://www.facebook.com/duyhieu04
► Tik Tok: https://www.tiktok.com/@dohieu_04

-LIÊN HỆ HƠP TÁC QUẢNG CÁO QUA :
Gmail: doduyhieuofficial@gmail.com

✪  #shorts #tiktok #doduyhieu #trend #tiktokvietnam  #metub 
---------------------/---------------------
© Bản quyền thuộc về Đỗ Duy Hiếu
© Copyright by Đỗ Duy Hiếu  ☞ Do not Reup
---------------------/---------------------
📣 Video chỉ mang tính chất giải trí nha mọi người 
📣 Nếu có vấn đề về bản quyền Âm nhạc,Hình ảnh…Mong bên chủ sở hữu liên hệ để chúng ta giải quyết qua email: doduyhieuofficial@gmail.com
Xin cảm ơn rất nhiều !!
---------------------/---------------------
đỗ duy hiếu,do duy hieu,do duy hieu tiktok,đỗ duy hiếu tiktok,funny,đỗ duy hiếu official,tiktok,best of tiktok,tik tok,tiktok songs 2023,tik tok video,tiktok viet nam,tik tok việt nam,hot tiktok,trào lưu tiktok,trao luu tik tok,tong hop tiktok,tiktok hài,hài tiktok,tiktok hài hước,tiktok giải trí,phim hài tiktok,hài ngắn tiktok,tiktok funny,khi tôi nhây với bà và cái kết,cháu nhây với bà,khi bà có đứa cháu quá nhây,cháu nhây với bà và cái kết,khi nhà có hảo bà và cái kết",2025-04-15T12:35:33Z,"Tiktok, Đỗ Duy Hiếu, Duyhieutiktok, doduyhieu, đỗ duy hiếu, Tiktok hot, Tiktok việt nam, Trend, Xu hướng, Vlogs, Troll, Khi nhà có hảo cháu và cái kết, Khi hảo cháu gặp ngay hảo bà và cái kết, Cháu nhây bà, Tổng hợp tiktok hay nhất, Bà cháu Duy Hiếu, Funny, Hài, Hài ngắn, Hài ngắn tiktok, Hài 2025",UCbzSOAh0ywEc7UDqLclGSxw,Đỗ Duy Hiếu,1320000,191,2343671,38081,63,0,PT45S,hd,FALSE,TRUE,public,TRUE,TRUE,https://i.ytimg.com/vi/whDCnw0Vnpo/default.jpg,https://i.ytimg.com/vi/whDCnw0Vnpo/mqdefault.jpg,https://i.ytimg.com/vi/whDCnw0Vnpo/hqdefault.jpg,"https://en.wikipedia.org/wiki/Entertainment, https://en.wikipedia.org/wiki/Humour",24,none,vi,vi
jOh17POV6yg,Tự nhiên bị đánh oan | Nhà điên vui nhộn tập 110 | Tôm channel official #Shorts,"---------------------------- / ----------------------------
Đăng kí kênh Tom: https://metub.net/TomChannel
Liên hệ công việc : 
✉️ Email: nganphong1997@gmail.com
 ▶ Facebook Tôm : https://www.facebook.com/nguyen.thi.n​...
▶  Fan page : https://www.facebook.com/Tomvuinhon97/
▶ID Tiktok ( Tômm ) : https://www.tiktok.com/@nguyenthingoan1997
----/---------
© Bản quyền thuộc về Tôm channel official
© Copyright Tôm channel official & Do not Reup
#Nhàđiênvuinhộn #Hàitâmthần #Tômchannel #LòaTôm #Hàianhdântộc
#Lớphọcbấtổn #TrạngTômláucá #Hàidângian #metub
#Giađìnhvuinhộn #Hàigiađình #Tômchannel #Hàimới #Cườivỡbụng
t #Lớphọcnhínhố #Tổnghợp #Hàihọcđường
#Tômtikok #Tổnghợp #TiktokViệtNam #họcđường  #giảitrí #hot 
#Tômvideo #Hàingắn #Hottiktok #Tômvuitính #Tômnấuăn #Videongắn
 #cắttóc #Hottiktok #Tômvlogs #Tômvlog #Thánhăntát​ #Nguyễnthịngoan​ #Tômtiktok​ #TiktokViệtNam​ #Tôm​ #Tômparody​ #Tômnhạcchế​ #PhimhàiTôm​ #Tômreview​ #Tiktoktổnghợp​ #reviewđồăn​ #Hậutrường​ #Tômlacà​ #Tômvideo  #Shorts #Tổnghợpvideo",2025-04-17T04:01:01Z,"tôm, tôm official, tôm channel official, tôm tiktok, tôm review, tiktok tôm, tôm vlog, tom hài hước, tôm tiktok hài, tôm channel, tiktok hài hước, phim ngắn, lò a tôm, sitcom hài, sitcom việt nam, video hài hước, video hài, tôm hài hước, hài hước, phim hài sitcom, nhà điên vui nhộn, nhà điên",UCFb_w06wI_rHs2w-5Jt2vSg,Tôm channel officical,2030000,901,2110228,26187,67,0,PT1M28S,hd,FALSE,TRUE,public,TRUE,TRUE,https://i.ytimg.com/vi/jOh17POV6yg/default.jpg,https://i.ytimg.com/vi/jOh17POV6yg/mqdefault.jpg,https://i.ytimg.com/vi/jOh17POV6yg/hqdefault.jpg,"https://en.wikipedia.org/wiki/Entertainment, https://en.wikipedia.org/wiki/Film",20,none,vi,vi
