video_id,title,description,published_at,tags,channel_id,channel_title,channel_subscribers,channel_video_count,view_count,like_count,comment_count,favorite_count,duration,definition,caption,licensed_content,privacy_status,embeddable,public_stats_viewable,thumbnail_default,thumbnail_medium,thumbnail_high,topic_categories,category_id,live_broadcast_content,default_language,default_audio_language
NQkbRj180EM,I had to let a few old watches stay for a few days  I ate so many steamed buns in one meal,"Hi 😎! Welcome to the ""Curious Clothing Show"" channel 🎉. Here is a 34-year-old mother and her 10-year-old cute son 👩‍👦. We use videos to record the child's growth and witness every wonderful moment of his ✨. If you like our content, be sure to subscribe to the channel and click the little bell icon 🔔 to interact with us and share your feelings and suggestions 💬. All our videos are authorized by creators in mainland China and strictly abide by the platform regulations. You can watch them with confidence 😉. Accompany your children to grow up and feel this warmth and beauty 💖.",2025-05-01T22:00:22Z,"Curious Clothing Show channel, mom and son, 10-year-old boy, 34-year-old mom, child growth, parenting journey, kid's development, family moments, mother and child, record growth, adorable kid, caring mom, growing up, family vlog, childhood memories, parent-child bond, lovely boy, mature mom, growth diary, family video, child's life, parenting experience, happy family, child's story, mom's love, family fun, growth record, cute moments, child's adventure.",UCbHm8-PK2J9f1bFegmdj5ag,Curious Clothing Show,49000,674,29208210,302681,410,0,PT16S,hd,false,True,public,True,True,https://i.ytimg.com/vi/NQkbRj180EM/default.jpg,https://i.ytimg.com/vi/NQkbRj180EM/mqdefault.jpg,https://i.ytimg.com/vi/NQkbRj180EM/hqdefault.jpg,"https://en.wikipedia.org/wiki/Food, https://en.wikipedia.org/wiki/Lifestyle_(sociology)",22,none,en,en
aHoAICTzjKc,DIY Bamboo Creations with new Three Clour Balloone Slingshots #Bamboo #Bambooart,,2025-05-04T01:00:01Z,,UC09yLJNAnvqmGDqJ-z7hZ4g,Bamboo Art,6670000,449,86213726,1646566,1323,0,PT24S,hd,false,True,public,True,True,https://i.ytimg.com/vi/aHoAICTzjKc/default.jpg,https://i.ytimg.com/vi/aHoAICTzjKc/mqdefault.jpg,https://i.ytimg.com/vi/aHoAICTzjKc/hqdefault.jpg,"https://en.wikipedia.org/wiki/Hobby, https://en.wikipedia.org/wiki/Lifestyle_(sociology)",22,none,,
AEXc8qIu47s,trường học bờ rên rốt tập 2 #shorts,"Xin chào các bạn, nếu thích thì share và subscribe cho mình để xem nhiều video mới hơn nhé!!!! 

--------------------
Ngoài ra thì tớ hoạt động chủ yếu trên Facebook nha :3
► Fanpage: http://fb.com/hiepdo95
► Instagram: http://instagram.com/hiep.fanxychild
► Facebook: http://fb.com/okiahiep
--------------------
Liên hệ quảng cáo viral :
Email: jihyoholic@gmail.com.
Trực tiếp qua fb cá nhân.
---------------------
© Bản quyền thuộc về HiepDo",2025-04-28T11:35:14Z,"Lipsync, Hiệp Đỗ, Ô Kìa Hiệp, Hiệp, Hiệp lipsings, lipsings, ngưng làm bạn, làm người yêu, funny, hát nhép, hát nhép bá đạo, hài hước, hài, cười, vui nhộn, video hài, hài troll, video vui, meme, hài ngắn, hài tiktok, trend hài, video viral, video shorts, shorts hài, clip hài, clip vui nhộn, hài mới nhất, video hot, video hay, nội dung hài, trending shorts, shorts hay, hài viral, video xu hướng, funny video, tiktok, funny videos, shorts, youtube shorts, tik tok",UCn29WLYRnmWojlsiysb0QAA,Ô Kìa Hiệp,528000,391,8280996,127669,753,0,PT59S,hd,false,True,public,True,True,https://i.ytimg.com/vi/AEXc8qIu47s/default.jpg,https://i.ytimg.com/vi/AEXc8qIu47s/mqdefault.jpg,https://i.ytimg.com/vi/AEXc8qIu47s/hqdefault.jpg,https://en.wikipedia.org/wiki/Entertainment,10,none,,vi
JRz3oEmmMYo,"Sắp tới các kỳ thi lớn, chúc các sĩ tử sẽ luôn vững tâm hoàn thành tốt bài thi nhé #shorts #j4f",,2025-05-07T05:09:10Z,,UCeicf-2vZwmF0HJZccGXS3w,Choco Trúc Phương,23900,60,1174818,24884,105,0,PT45S,hd,false,True,public,True,True,https://i.ytimg.com/vi/JRz3oEmmMYo/default.jpg,https://i.ytimg.com/vi/JRz3oEmmMYo/mqdefault.jpg,https://i.ytimg.com/vi/JRz3oEmmMYo/hqdefault.jpg,https://en.wikipedia.org/wiki/Lifestyle_(sociology),10,none,,vi
G3vbNKvXKlM,Khi Tui Hát Bài Hát Hot Top Top Nhưng Ở Vũ Trụ BRAINROT Kiểu 🤡 #shorts || Yến Nồi Cơm Điện,,2025-05-09T11:55:00Z,,UC7E8Pnn_Dt9SVpVsE7LDnfw,Yến Nồi Cơm Điện,2620000,1128,823766,23423,328,0,PT41S,hd,false,True,public,True,True,https://i.ytimg.com/vi/G3vbNKvXKlM/default.jpg,https://i.ytimg.com/vi/G3vbNKvXKlM/mqdefault.jpg,https://i.ytimg.com/vi/G3vbNKvXKlM/hqdefault.jpg,"https://en.wikipedia.org/wiki/Entertainment, https://en.wikipedia.org/wiki/Music_of_Asia",10,none,vi,vi
5X2cNlnUijE,"I scared myself, it turned out to be true   #funny #cute #baby #father #comedy #cutebaby#funnyvideos","Our content is produced with children's safety in mind and does not contain any plot that may cause harm to them.
Hello everyone, my name is Chacha
https://www.youtube.com/channel/UC49MSQdai1EUgy7cpUBqI7w?sub_confirmation=1
I am a naughty and cute child🤣
There are interesting daily stories of me and my family on YouTube
Hope you like my video 🥰
#fatherlove  #cutebaby  #funny  #family",2025-05-01T23:00:11Z,"Cute baby, family, fun, parent-child, daily life, funny video, sharing, cute, daughter, Funny Parent-Child Videos, father and daughter, lovely kid, family story, cute kid",UC49MSQdai1EUgy7cpUBqI7w,Funny Parent-Child Videos,601000,2048,18095948,199783,534,0,PT14S,hd,false,True,public,True,True,https://i.ytimg.com/vi/5X2cNlnUijE/default.jpg,https://i.ytimg.com/vi/5X2cNlnUijE/mqdefault.jpg,https://i.ytimg.com/vi/5X2cNlnUijE/hqdefault.jpg,"https://en.wikipedia.org/wiki/Humour, https://en.wikipedia.org/wiki/Lifestyle_(sociology)",22,none,en,en
KavkKuOYQKA,📷Shooting Day BTS🩸 @mizumayuuki @Majimero100m,,2025-05-05T14:00:25Z,"funny, #funnyvideo, #meme, #memes, #mostfunny, #MY, #mizumayuuki, #shorts, #mizumayuukilegend, short, comedy, TikTok, meme, menarik, keluarga, viral, viralvideos, mizuma, दिलचस्प, वायरल, निकर, जादू, magia, gracioso, engraçado, engraçada, graciosa, ตลก, ตระกูล, familia, семья, смешной, eğlenceli, aile, gia đình, vui, مضحك, الأسرة, lucu, ਪਰਿਵਾਰ, ਮਜ਼ਾਕੀਆ, komisch, Familie, পরিবার, হাস্যকর, famille, drôle, على نطاق واسع, 바이러스의, 가족, 재미있는, kulawarga, популярный, virus",UCIN9NzdhD-jWS3Z0crsHmkQ,MY💝No War🤝,3540000,1860,27253827,384094,884,0,PT20S,hd,false,True,public,True,True,https://i.ytimg.com/vi/KavkKuOYQKA/default.jpg,https://i.ytimg.com/vi/KavkKuOYQKA/mqdefault.jpg,https://i.ytimg.com/vi/KavkKuOYQKA/hqdefault.jpg,"https://en.wikipedia.org/wiki/Lifestyle_(sociology), https://en.wikipedia.org/wiki/Music_of_Asia",24,none,,
CPFJCPM-vQI,Prank On My BoyFriend🔥 Watch Till end 😂 #shorts,"KFC Chicken! Thank you for watching. Subscribe to Mr Degree

#prank #pranks",2025-05-05T11:39:23Z,"prank, pranks, idea, hacks, diy, life hacks, ideas, funny, shorts, mr degree, mariana, how to",UCeYTfGpNCmVhlxjQxBDrGPA,Mr DegrEE,37200000,1980,22824314,241601,370,0,PT15S,hd,false,True,public,True,True,https://i.ytimg.com/vi/CPFJCPM-vQI/default.jpg,https://i.ytimg.com/vi/CPFJCPM-vQI/mqdefault.jpg,https://i.ytimg.com/vi/CPFJCPM-vQI/hqdefault.jpg,"https://en.wikipedia.org/wiki/Entertainment, https://en.wikipedia.org/wiki/Food",24,none,,en-US
vlPDhY7wXaU,wow,,2025-05-02T12:59:15Z,,UCNRl8nOCoUvki2FNFxQZgEg,dednahype,42500000,4187,82385811,975887,1029,0,PT16S,hd,false,True,public,True,True,https://i.ytimg.com/vi/vlPDhY7wXaU/default.jpg,https://i.ytimg.com/vi/vlPDhY7wXaU/mqdefault.jpg,https://i.ytimg.com/vi/vlPDhY7wXaU/hqdefault.jpg,https://en.wikipedia.org/wiki/Lifestyle_(sociology),23,none,,en
-p614RRW3q8,The evil durian was chasing me😵‍💫 #cat #cats,,2025-04-29T07:00:00Z,,UCzybj8GhOrPvWv_ZctJAlAw,Prince Tom,5690000,76,84021676,1078815,510,0,PT37S,hd,false,True,public,True,True,https://i.ytimg.com/vi/-p614RRW3q8/default.jpg,https://i.ytimg.com/vi/-p614RRW3q8/mqdefault.jpg,https://i.ytimg.com/vi/-p614RRW3q8/hqdefault.jpg,https://en.wikipedia.org/wiki/Entertainment,22,none,,en
w6Y5Ckw-Yu4,Khi nghỉ hè gặp nghỉ hưu P1 #xonhaBun #viral #comedy #trending #shorts,"Mình hi vọng rằng, Xó nhà bún sẽ được mọi người ghé thăm mỗi ngày, và nhận được thật nhiều niềm vui từ những câu chuyện nhỏ của chúng mình mỗi ngày ♥️👩‍❤️‍💋‍👩
Cảm ơn mọi người đã yêu thương và dành tình cảm cho chúng mình ♥️👩‍❤️‍💋‍👩

#xonhaBun #viral #comedy #trending #shorts #trending #tiktoktrieuview #vlog #dailyvlog  #giadinhhaihuoc #Metubnetwork #Metub

Các cậu đừng quên like share và nhấn đăng kí ủng hộ nhà mình nhé
►Email: xonhabun@gmail.com
►Kênh tiktok : tiktok.com/@xo.nha.bun
►Page: https://www.facebook.com/XoNhaBun/
►Đăng kí kênh: https://www.youtube.com/channel/UCclGtccK0e6HJVKBDesyQ_A?sub_confirmation=1
 
© Bản quyền thuộc về Xó nhà Bún ☞ Vui lòng không đăng tải lại dưới mọi hình thức!
© Copyright by Xó nhà Bún ☞ Do not Reup!",2025-04-29T09:10:02Z,"xó nhà bún, xóm nhà bún, nhà bún, tiktok xó nhà bún, tiktok trend, xó nhà Bún, gia đình hài hước, gia đình vui nhộn, cặp đôi hài hước, khoảnh khắc vui nhộn, tiktok, xonhabun, vlog, dailyvlog, xó nhà bún tiktok, xó nhà bún đi đẻ, xó nhà bún đi du lịch, xó nhà bún vlog, vlog gia đình, tiktok gia đình, vlog xó nhà bún, nhà bún vlog, gia đình nhà bún, bố bún, mẹ bún, bún bún, em bé bún, mẹ bún có bầu",UCclGtccK0e6HJVKBDesyQ_A,Xó nhà Bún,540000,522,2333101,23384,33,0,PT50S,hd,false,True,public,True,True,https://i.ytimg.com/vi/w6Y5Ckw-Yu4/default.jpg,https://i.ytimg.com/vi/w6Y5Ckw-Yu4/mqdefault.jpg,https://i.ytimg.com/vi/w6Y5Ckw-Yu4/hqdefault.jpg,https://en.wikipedia.org/wiki/Lifestyle_(sociology),22,none,,
XxI8jS5zLuk,小路飞想游泳没水怎么办？ #海贼王 #路飞,"装扮海贼王角色，以动漫人设演绎现代搞笑剧情，油管的伙伴们大家好!
我是路飞与唐舞桐，正式入驻油管了，此频道唯一授权频道
其他频道皆为盗版，打击盗版，从我做起~
海贼王粉丝千千万，路飞家的占一半
装扮海贼王角色，以动漫人设演绎现代搞笑剧情
每天带给你们开心快乐 ，要记得准时收看我的影片
哦!
赶紧订阅，路飞与唐舞桐在等你~
本频道制作的所有视频都符合平台的使用政策，没有任何违规行为
我们的视频制作团队会特别关注儿童的安全需求，确保内容不会对其造成任何危害",2025-05-05T09:30:17Z,"路飞与唐舞桐, 动漫人设, 现代搞笑剧情, 海贼王角色装扮, 海贼王粉丝, 日常幽默, 漫画改编, 动漫文化, 二次元世界, 漫迷交流, 角色扮演, 剧情解析, 粉丝互动, 动漫推荐, 漫画爱好者, 动画创作, 角色分析, 二次元幽默, 动漫娱乐, 漫画角色, 文化传播, 创意演绎, 网络红人, 动漫角色讨论",UCQPMKK3ZuDep5FaCUJQYzQA,路飞与唐舞桐,12200000,2275,21671015,242794,75,0,PT29S,hd,false,True,public,True,True,https://i.ytimg.com/vi/XxI8jS5zLuk/default.jpg,https://i.ytimg.com/vi/XxI8jS5zLuk/mqdefault.jpg,https://i.ytimg.com/vi/XxI8jS5zLuk/hqdefault.jpg,https://en.wikipedia.org/wiki/Lifestyle_(sociology),22,none,zh,zh
74EORsVUu4c,Khi Squid Game Có Trò Tô Màu Brainrot Baby | Sheep #shorts,"► Đăng ký kênh Sheep: https://www.youtube.com/c/Sheep95
► Đăng ký kênh Sheep Shorts: https://metub.net/sheepshorts
► Đăng ký kênh Sheep Farm: https://metub.net/sheepfarm
► Đăng ký kênh Rút: https://metub.net/rut
---------------------

#sheep #sheepchoigame #sheepfarm #sheepsuutam #sheeptruyenma #metub #metubnetwork 
---------------------
© Bản quyền thuộc về Sheep
© Copyright by Sheep ☞ Do not Reup
""METUB Network - Mạng lưới các nhà sáng tạo nội dung hàng đầu Châu Á""",2025-05-04T10:30:03Z,"sheep, rút, sheep chơi game, sheep reaction, sheep tiktok, tiktok sheep, sheep súp bờ, sheepfarm, sheep kể chuyện ma, game kinh dị, creepy game, creepypasta game, horror game, sheep chơi game kinh dị, reaction game kinh dị, sheep squid game, squid game, squidgame, squid game 2, squid game real life, squid game đời thực, shorts, brainrot, italianrot, indorot, tralalero tralala, ballerina capuchino",UCj_LC4oQW2nEr9X4XPs2uFw,Sheep,4680000,724,7777360,107977,139,0,PT46S,hd,false,True,public,True,True,https://i.ytimg.com/vi/74EORsVUu4c/default.jpg,https://i.ytimg.com/vi/74EORsVUu4c/mqdefault.jpg,https://i.ytimg.com/vi/74EORsVUu4c/hqdefault.jpg,https://en.wikipedia.org/wiki/Lifestyle_(sociology),24,none,vi,en-US
joX0XsyjEIU,How do joker make green#Harley Quinn #joker,"We hope you have a good time with our videos, and you are welcome to subscribe to our channel！！
Our video production team pays special attention to the safety needs of children to ensure that the content does not cause any harm to them",2025-05-02T16:48:01Z,"#Harley Quinn, #joker",UCYFKMKQwYNun2wNj458kREQ,Harley Quinn with the Joker,11000000,1608,33679395,760580,301,0,PT53S,hd,false,True,public,True,True,https://i.ytimg.com/vi/joX0XsyjEIU/default.jpg,https://i.ytimg.com/vi/joX0XsyjEIU/mqdefault.jpg,https://i.ytimg.com/vi/joX0XsyjEIU/hqdefault.jpg,https://en.wikipedia.org/wiki/Entertainment,22,none,en,en
